ProjectID,RequirementText,_class_
30,"Enable new users to register to the tech support system.",F
30,"Enable a registered user to change his password if he forgets his password.",F
30,"Enable a registered user to view his profile. Additional information viz. questions asked by him and answers posted by him are also displayed.",F
30,"Enable a user to view questions and their corresponding answers.",F
30,"Enable a logged in user to ask questions.",F
30,"Enable a logged in user to post answers.",F
30,"Enable a logged in user to up vote and down vote answers.",F
30,"Provide an interface for the admin to approve posts so that posts are not visible without admin approval.",F
30,"Enable the admin to generate reports which contains all the posts and their corresponding replies.",F
30,"Information transmission should be securely transmitted to server without any changes in information.",SE
30,"Be intuitive even to first time users",LF
31,"Flea Market system will interface with the web server and RDBMS software using APIs provided by the implementation language",O
31,"All transactions at the Flea Market require a valid user ID and password.",SE
31,"Secure data transfer over the Internet could be provided using SSL encryption that will be configured by the host system administrator.",SE
31,"The IP addresses where the transaction was made from will be logged.",SE
31,"User passwords will be stored in the database in an encrypted format.",SE
31,"Most of the system functions will be controlled using the administrative interface.",F
31,"Detailed documentation of the code and SRS will enable easy maintenance of the Flea Market.",MN
32,"Information recorded must include an optional field for context.",F
32,"Information should be tagged according to who is entering the data.",F
32,"It must be able to download the most recent medical record.",F
32,"It must store the most recent copy of information in its application data folder.",F
32,"It must only update the parts that have changed when connecting to the server.",O
32,"It must be able to change and update information on the server.",O
32,"The application must log the user out when it is exited.",SE
32,"A correct combination of username and password is required for a user to login.",SE
32,"It should give a drill-down view of all data in the medical record after logging in.",LF
32,"The user must be able to set an option to hide information based on who has tagged it.",F
32,"The user must be able to add photos from his/her photo library to his/her medical record.",F
32,"It must allow a user to login.",F
32,"It must allow a user to logout.",F
32,"All information must be viewable on the website.",F
32,"All information must be updatable on the website.",F
32,"It must allow a user to download a backup of their medical information.",F
32,"Logout must be automatic after 1 hour of inactivity.",SE
32,"Full data backups must be created daily.",SE
32,"A user must be logged on to be able to view or edit any medical information.",F
32,"Each account must securely store all of its data.",SE
32,"Each account must have a separate identifying account number.",F
33,"The system shall allow user to choose filling that they want.",F
33,"The system shall allow user to choose their preferable topping.",F
33,"The system shall allow user to decorate their doughnut.",F
33,"The system shall give the user an opportunity for the user to choose the selection of doughnut provided.",F
33,"The system should take the customer name.",F
33,"The system should keep the customer contact number.",F
33,"The system should keep the customer email.",F
33,"The system should ask the user to key in the pickup date.",F
33,"The system should require the user to state time when should the doughnut be delivered.",F
33,"The system should have to keep the location where the doughnut will be send.",O
33,"The website is available whenever the users want to use it.",A
34,"The system use SSL (secured socket layer) in all transactions that include any confidential customer information.",SE
34,"The system must automatically log out all customers after a period of inactivity.",SE
34,"The system should not leave any cookies on the customer's computer containing the user's password.",SE
34,"The system's back-end servers shall only be accessible to authenticated administrators.",SE
34,"Sensitive data will be encrypted before being sent over insecure connections like the internet.",SE
34,"The system provides storage of all databases on redundant computers with automatic switchover.",O
34,"The reliability of the overall program depends on the reliability of the separate components. The main pillar of reliability of the system is the backup of the database which is continuously maintained and updated to reflect the most recent changes.",FT
34,"An end-user may use this system on any OS; either it is Windows or Linux.",PO
35,"The logo and the current basic design of registration system should be displayed. The system should be attractive according to the clients. The design and the color should make users feel comfortable when using the system instead of flashing useless colors on the screen. The design should also reflect the seriousness of the environment.",LF
35,"The system should be able to manage all the information incoming from the database and the catalogue.",O
35,"The product is Web based therefore it will be used in any environment that allows Web access.",PO
35,"For the system to successfully operate the registration system should be integrated with other IT services and the portal.",O
35,"The system should need to be entirely self-supporting since the users would be using it only to register courses.",US
35,"The Web interface should be compatible with standards in order to be usable via all major Web browsers in a wide variety of environments.",PO
35,"Everyone (stakeholders and guests) can have access to the system and the catalogue. Every client must have secure and private access to his/her data. The  and the service man can have access to every part of the system. All these accesses (except the ""guest tour"" access) require identification through ID and password.",SE
35,"The system will develop a security system that will reduce to the minimum the possibility of corruption from systems and/or humans.",SE
36,"The Operational Interface shall have a Mean Time Between Failures of no less than 7 days.",FT
36,"The system shall be available 99.5% of the time.",A
36,"The software system needs a robust security mechanism in place so that unauthorized users are not allowed access to parts of the system.",SE
36,"Each user shall either be trusted or not trusted.",SE
36,"All source code and development related documents shall be controlled under a version control system.",MN
36,"All source code shall adhere to an agreed upon and well-defined set of coding standards for each development language used.",MN
36,"Since the software must run on several popular hardware platforms and the goal is to achieve a reasonable level of platform independence.",PO
37,"High level of performance requires high speed network and high level of connectivity.",PE
37,"The available server must be reliable and the network connectivity in the supermarket should be proper for smooth flow of all operations and data.",O
37,"Every user of the software is provided a unique login ID and a password which is stored in the database hashed by SHA2 algorithm.",SE
37,"The software is available for use from the supermarket opening time to the closing time.",A
38,"The system shall accommodate high number of items and users without any fault.",FT
38,"System use shall not cause any harm to human users.",SE
38,"System will use secured database",SE
38,"Normal users can just read information but they cannot edit or modify anything except their personal and some other information.",SE
38,"System will have different types of users and every user has access constraints.",SE
38,"Control the database and keep track of all records of customers and employee details.",F
38,"Contact with the vendors and give permission to sell their product under the site after testing the product's quality.",F
38,"View the details of all employees and control the whole site.",F
38,"Customers must have a valid login id to enter into the site.",SE
38,"New users can sign up by creating new ID.",F
38,"Can view all available products and can compare them and make a choice for purchasing products.",F
38,"Can purchase any product through valid credit card.",F
38,"Can give feedback to the 24X7 Customer Care Service center about their impression for the site and services.",F
38,"Customer must logout of the site after purchasing products.",F
38,"Can only visit the site without registration.",F
38,"Vendors must take permission from the Administrator for selling their products under the site. Administrator will test product's quality according to its market price to permit vendor for selling purpose.",F
38,"Can consult with the Administrator regarding product's quality and advertisements.",F
38,"View the personal details of the customer.",F
38,"Responsible for properly allocating the selected product according to the customer's choice and delivering product to the customer.",F
38,"Keep track of each product item's stocks for selling purpose.",F
38,"Responsible for informing administrator when any product item's stock goes under the minimum level.",F
38,"Taking permission from the Administrator for the product to be purchased from vendor.",F
38,"Responsible for managing stocks of each product items.",F
38,"Keep track of all the payment transactions made by the customers and update the payment information.",F
38,"Responsible for contacting the banks for the validation of the a/c number provided by the customer while purchasing and make the transaction from the given a/c.",F
38,"Consult with the Administrator about the payment details of the customers for the updating of the database.",F
38,"Provide feasible solutions to the customers on their complaints and queries.",F
39,"The system should require the user to state time when should the doughnut be delivered",F
40,"The system is expected to have reasonable short time response. The voter should be able to login and should be able to get response for his requests in 2-3 seconds.",PE
40,"The data transaction between client and server must be encrypted using SSL technology.",SE
40,"All the passwords that are generated or accepted must be stored in database in an encrypted form.",SE
40,"To prevent attacks the system should generate random word and ask the user to enter it correctly for multiple tryings.",SE
40,"The system should warn ECA users about the malfunction of the system.",FT
40,"The system should be simple to use",LF
42,"The physician/pharmacist must have a valid user login to access the system.",F
42,"A failed login will alert the physician/pharmacist.",F
42,"A list of available patients is displayed after login.",F
42,"An error message alerts when an invalid patient is entered.",F
42,"Backspace/reset capability is implemented for typing errors.",F
42,"Selected or specified patient's information is loaded.",F
42,"Return to List is available if the patient loaded is not correct.",F
42,"Navigation to each selected tab.",F
42,"The font will be larger enough for easy reading.",F
42,"Icons will clearly illustrate the feature it represents.",F
42,"Basic Patient information is showed first.",F
42,"Customized information is displayed.",F
42,"Each entry is shown in full.",F
42,"The text and time/date of a note that has been entered is displayed starting with most recent.",F
42,"New and Delete buttons will allow the physician/pharmacist to add a notation to the patient's file.",F
42,"A description and time/date of each prescription that has been ordered or given is displayed starting with most recent.",F
43,"All users of the system shall login using some form of unique identification.",SE
43,"All login attempts shall be done so in a secure manner.",SE
43,"The system shall be compatible with the Microsoft Windows Operating System.",O
45,"The system shall allow the administrator to remove equipment.",F
45,"The system shall allow the administrator to install additional distributed location templates.",F
45,"The system shall allow the administrator to remove physical locations.",F
45,"The system shall allow administrators to define negotiation rules for the organization.",F
45,"The system shall give the mediator privileges to schedule location and equipment resources.",F
45,"The system shall allow the mediator to negotiate a meeting date.",F
45,"The system shall allow the mediator to solve a date conflict.",F
45,"The system shall allow the mediator to negotiate a location / equipment.",F
45,"The system shall allow the mediator to solve a location conflict.",F
45,"The system shall allow the mediator to send and receive messages from users.",F
45,"The system shall allow the initiator to view the information of any meetings which they initiated.",F
45,"The system shall allow the initiator to cancel any meetings which they initiated.",F
45,"The system shall allow the initiator to send and receive messages from users.",F
45,"The system shall authenticate users at the beginning each session.",F
45,"The system shall allow the user to view their schedule.",F
45,"The system shall notify the user of any schedule changes.",F
45,"The system shall allow users to send and receive messages.",F
45,"The system shall request a user response to initiator or mediator messages.",F
45,"The system shall allow the user to modify the date preference set of an already submitted meeting response.",F
45," The system shall allow the user to modify the location preference set of an already submitted meeting response.",F
45,"The system shall allow the user to modify the equipment requirement set of an already submitted meeting response.",F
45,"The system shall allow the user to modify the date exclusion set of an already submitted meeting response.",F
45,"The system shall allow the user to change the password.",F
45,"The system shall allow the user to view past attended meetings.",F
45,"The system shall allow the user to view pending meetings.",F
45,"The system shall show the meetings to the user in ascending time order by default.",F
45,"The system shall allow users to view equipment information.",F
45,"The system shall allow users to view other users' information.",F
45,"The system shall allow user to specify custom meeting locations.",F
45,"The system shall allow users to view location information.",F
45,"The system shall allow users to search  for available distributed location templates(if any).",F
45,"The system shall allow users to view information concerning the available distributed location templates(if any).",F
45,"The web application shall add no more than 5 seconds of perceivable overhead time to any necessary web and database transaction time.",PE
45,"The system shall utilize HTTPS communication to ensure data confidentiality.",SE
45,"User authentication and privileges are defined outside the scope of the sytem by the Microsoft Active Directroy Server.",SE
45,"Personal information security is defined outside the scope of the SDMS by the database server.",SE
45,"Users shall be required to log into the system for all operations except the operations on the login page.",SE
45,"The system shall run on Windows Server 2003.",PO
45,"The system shall be compatible with IIS6.0 and above or  Apache 2.0 and above.",PO
46,"The system shall display all the products that can be configured.",F
46,"The system shall allow user to select the product to configure.",F
46,"The system shall display all the available components of the product to configure.",F
46,"The system shall enable user to add one or more component to the configuration.",F
46,"The system shall notify the user about any conflict in the current configuration.",F
46,"The system shall allow user to confirm the completion of current configuration.",F
46,"The system shall display detailed information of the selected products.",F
46,"The system shall provide browsing options to see product details.",F
46,"The system shall display detailed product categorization to the user.",F
46,"The system shall enable user to enter the search text on the screen.",F
46,"The system shall enable user to select multiple options on the screen to search.",F
46,"The system shall display all the matching products based on the search.",F
46,"The system shall display only 10 matching result on the current screen.",F
46,"The system shall enable user to navigate between the search results.",F
46,"The system shall notify the user when no matching product is found on the search.",F
46,"The system shall allow user to create profile and set his credential.",F
46,"The system shall authenticate user credentials to view the profile.",F
46,"The system shall allow user to update the profile information.",F
46,"The system shall display both the active and completed order history in the customer profile.",F
46,"The system shall allow user to select the order from the order history.",F
46,"The system shall display the detailed information about the selected order.",F
46,"The system shall display the most frequently searched items by the user in the profile.",F
46,"The system shall allow user to register for newsletters and surveys in the profile.",F
46,"The system shall allow user to select the support type he wants.",F
46,"The system shall allow user to enter the customer and product information for the support.",F
46,"The system shall display the customer support contact numbers on the screen.",F
46,"The system shall allow user to enter the contact number for support personnel to call.",F
46,"The system shall display the online help upon request.",F
46,"The system shall display the FAQ's upon request.",F
46,"The system shall maintain customer email information as a required part of customer profile.",F
46,"The system shall send an order confirmation to the user through email.",F
46,"The system shall display detailed invoice for current order once it is confirmed.",F
46,"The system shall optionally allow user to print the invoice.",F
46,"The system shall provide shopping cart during online purchase.",F
46,"The system shall allow user to add/remove products in the shopping cart.",F
46,"The system shall display different shipping options provided by shipping department.",F
46,"The system shall enable user to select the shipping method during payment process.",F
46,"The system shall display the shipping charges.",F
46,"The system shall display tentative duration for shipping.",F
46,"The system shall allow user to enter the order information for tracking.",F
46,"The system shall display the current tracking information about the order.",F
46,"The system shall calculate tax for the order.",F
46,"The system shall display tax information for the order.",F
46,"The system shall display available payment methods for payment.",F
46,"The system shall allow user to select the payment method for order.",F
46,"The system shall display the orders that are eligible to change.",F
46,"The system shall allow user to select the order to be changed.",F
46,"The system shall allow user to cancel the order.",F
46,"The system shall notify the user about any changes made to the order.",F
46,"The system shall enable the user to enter their reviews and ratings.",F
46,"The system shall display all the available financing options.",F
46,"The system shall allow user to select the financing option.",F
46,"The system shall notify the use about the financing request.",F
46,"The system shall allow user to view detailed sitemap.",F
46,"The system shall display all the available promotions to the user.",F
46,"The system shall allow user to select available promotion.",F
46,"The system shall allow user to confirm the purchase.",F
46,"The system shall enable user to enter the payment information.",F
46,"The system shall provide a uniform look and feel between all the web pages.",LF
46,"The system shall provide a digital image for each product in the product catalog.",US
46,"The system shall provide use of icons and toolbars.",US
46,"The system shall provide handicap access.",US
46,"The system shall provide multi language support.",US
46,"The system shall provide a contractual agreement with an internet service provider for T3 access with 99.9999% availability.",A
46,"The system shall provide a contractual agreement with an internet service provider who can provide 99.999% availability through their network facilities onto the internet.",A
46,"The product shall be based on web and has to be run from a web server.",O
46,"The product shall take initial load time depending on internet connection strength which also depends on the media from which the product is run.",PE
46,"The performance shall depend upon hardware components of the client/customer.",PE
46,"The system shall use secure sockets in all transactions that include any confidential customer information.",SE
46,"The system shall automatically log out all customers after a period of inactivity.",SE
46,"The system shall confirm all transactions with the customer's web browser.",US
46,"The system shall not leave any cookies on the customer's computer containing the user's password.",SE
46,"The system shall not leave any cookies on the customer's computer containing any of the user's confidential information.",SE
46,"The customer's web browser shall never display a customer's password.  It shall always be echoed with special characters representing typed characters.",SE
46,"The customer's web browser shall never display a customer's credit card number after retrieving from the database.  It shall always be shown with just the last 4 digits of the credit card number.",SE
46,"The system's back-end servers shall never display a customer's password.  The customer's password may be reset but never shown.",SE
46,"The system's back-end databases shall be encrypted.",SE
47,"The system shall allow the user to register for an account from any page in the system.",F
47,"The system will use a single password per user to login to the E-Store System.",SE
47,"The system shall use secure socket layer (SSL) technology to ensure all payments made online and user logins are secure.",SE
48,"Any page of the application should not take more than 6 seconds to load on a DSL broadband connection.",PE
48,"The system may be throttled or slowed down on heavy loads to ensure service for everybody. By throttling is meant that certain functionality may be unavailable during heavy server load.",PE
48,"The application should be able to support 100 concurrent users without any performance degradation.",PE
48,"The system should be able to scale up to 500 concurrent users (if there is a need in the future) by installing additional hardware components.",SC
48,"The MTBF (if any) should not be less than 2 months.",A
48,"A secure server will be required to ensure confidentiality of customer's credit card and other details.",SE
48,"The user interface of the system should be very user friendly. ",US
48,"It should not take more than 120 seconds for a new user to register for an account.",US
48,"It should not take more than 90 seconds for a registered user to place an order.",US
48,"The system should be easy enough to maintain that someone else could do it with a manual and a few hours training.",MN
48,"The system should be portable to various operating environments.",PO
49,"Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.",F
49,"The entire website must be user-friendly and easily navigable. The website must be provided with a site map for quick access to a particular link according to the requirement specification. The user must be able to find what he/she wants from the site without any difficulty. The website must adhere to branding schemes and the layout of the web pages must be uniform throughout  ",US
49,"The system shall support up to 10000 simultaneous users against the central database at any given time and up to 5000 simultaneous users against the local servers at any one time. The performance of the website must be optimal incase of huge loads and hence appropriate load balancing must be done to achieve this. There can be any number of mirror servers readily available in case of huge loads without the user getting any delay.",PE
49,"The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.",SE
